strategy,k,n_neighbors,weights,algorithm,leaf_size,f1,elapsed_time
mean,78,9,,auto,49,0.39298600169743547,0.076847
most_frequent,48,12,uniform,auto,13,0.3980508956512183,0.108484
mean,258,9,distance,auto,39,0.39827700698844076,0.082546
mean,48,12,,kd_tree,49,0.3980508956512183,0.10222
most_frequent,253,2,,auto,39,0.4320732600732601,0.138179
mean,253,2,,brute,49,0.4320732600732601,0.109977
most_frequent,78,12,,brute,25,0.39511144826732647,0.175211
mean,78,9,,auto,25,0.39298600169743547,0.12181
most_frequent,253,2,,brute,25,0.4320732600732601,0.195673
most_frequent,78,12,uniform,kd_tree,13,0.39511144826732647,0.138421
most_frequent,48,3,,auto,13,0.5251993230940599,0.165785
most_frequent,48,3,,brute,25,0.5251993230940599,0.191839
mean,48,12,uniform,auto,13,0.3980508956512183,0.086138
mean,258,9,uniform,brute,25,0.39511144826732647,0.073509
most_frequent,78,12,uniform,auto,13,0.39511144826732647,0.109197
mean,258,9,,brute,25,0.39511144826732647,0.083477
most_frequent,38,12,uniform,brute,25,0.42525163811713523,0.125938
mean,258,9,uniform,auto,27,0.39511144826732647,0.063806
most_frequent,253,2,uniform,auto,13,0.4320732600732601,0.103722
most_frequent,78,12,uniform,auto,13,0.39511144826732647,0.105149
most_frequent,253,2,,brute,13,0.4320732600732601,0.121552
most_frequent,78,3,,kd_tree,38,0.5315767663136085,0.128268
mean,258,3,,kd_tree,49,0.44288312103899924,0.071993
mean,78,12,distance,kd_tree,39,0.39827700698844076,0.05548
most_frequent,253,12,,brute,25,0.39511144826732647,0.132014
most_frequent,253,2,,brute,25,0.4320732600732601,0.166032
most_frequent,48,12,,auto,13,0.3980508956512183,0.145751
mean,48,3,uniform,kd_tree,49,0.5251993230940599,0.071899
mean,48,2,,kd_tree,49,0.5077456072192914,0.076318
most_frequent,48,3,,auto,13,0.5251993230940599,0.140989
most_frequent,253,2,distance,brute,25,0.4223381026127021,0.15122
mean,38,3,,kd_tree,49,0.5197463744832167,0.096029
most_frequent,253,2,uniform,brute,25,0.4320732600732601,0.1047
most_frequent,253,2,,brute,25,0.4320732600732601,0.127245
most_frequent,48,3,uniform,kd_tree,13,0.5251993230940599,0.122793
most_frequent,253,2,,brute,25,0.4320732600732601,0.12005
most_frequent,253,2,,auto,13,0.4320732600732601,0.158843
most_frequent,38,12,,auto,13,0.42525163811713523,0.134951
most_frequent,253,2,,brute,25,0.4320732600732601,0.124139
most_frequent,253,2,,brute,25,0.4320732600732601,0.157803
mean,48,3,,kd_tree,25,0.5251993230940599,0.086205
most_frequent,253,2,,kd_tree,25,0.4320732600732601,0.111103
most_frequent,253,2,,brute,13,0.4320732600732601,0.142691
most_frequent,253,2,,brute,13,0.4320732600732601,0.139528
most_frequent,38,12,uniform,brute,25,0.42525163811713523,0.115682
mean,253,3,,kd_tree,49,0.44288312103899924,0.069951
most_frequent,48,2,,brute,25,0.5077456072192914,0.13121
most_frequent,78,12,uniform,kd_tree,25,0.39511144826732647,0.15314
most_frequent,38,12,uniform,auto,13,0.42525163811713523,0.11532
mean,48,2,,kd_tree,49,0.5077456072192914,0.064821
mean,38,12,uniform,kd_tree,49,0.42525163811713523,0.057563
most_frequent,78,12,distance,auto,13,0.39827700698844076,0.10863
most_frequent,48,2,,auto,13,0.5077456072192914,0.151885
most_frequent,253,2,,auto,25,0.4320732600732601,0.138288
most_frequent,78,12,uniform,auto,13,0.39511144826732647,0.141779
