strategy,k,n_estimators,learning_rate,f1,elapsed_time
mean,133,16,45,0.0604802410065568,0.304842
most_frequent,78,81,45,0.22641149510714728,1.162352
mean,188,1,33,0.38576625975939477,0.069671
mean,123,81,56,0.0977016615613107,1.213377
most_frequent,188,1,1,0.38576625975939477,0.105282
most_frequent,123,16,65,0.07847669282137808,0.317122
most_frequent,188,1,65,0.38576625975939477,0.104668
most_frequent,188,1,12,0.38576625975939477,0.10415
most_frequent,43,1,12,0.38576625975939477,0.093785
mean,123,81,1,0.3980266570565849,1.386075
mean,253,1,56,0.38576625975939477,0.073391
most_frequent,158,51,92,0.2644447742273829,0.426973
mean,123,1,12,0.38576625975939477,0.067247
mean,188,1,65,0.38576625975939477,0.070992
mean,188,1,65,0.38576625975939477,0.070735
most_frequent,123,1,1,0.38576625975939477,0.102509
mean,188,81,1,0.3973658001212182,1.786449
mean,253,81,65,0.15063584888146292,1.6581
most_frequent,123,81,1,0.38159888729548175,1.493568
most_frequent,158,16,92,0.2644447742273829,0.206079
mean,253,81,65,0.15063584888146292,1.711629
mean,188,81,1,0.3973658001212182,1.960634
most_frequent,123,1,65,0.38576625975939477,0.114468
most_frequent,78,51,1,0.38192568468110266,0.852643
most_frequent,78,81,1,0.38192568468110266,1.249981
mean,123,1,65,0.38576625975939477,0.069817
mean,188,81,12,0.024663742690058478,1.776515
mean,188,1,92,0.38576625975939477,0.077601
mean,188,51,12,0.024663742690058478,1.116474
mean,253,1,65,0.38576625975939477,0.072441
mean,43,51,12,0.03808966861598441,0.5945
mean,123,1,65,0.38576625975939477,0.068068
mean,188,1,65,0.38576625975939477,0.072994
most_frequent,158,1,12,0.38576625975939477,0.107477
mean,123,1,65,0.38576625975939477,0.069518
mean,188,16,12,0.021158451684767474,0.386525
mean,123,1,65,0.38576625975939477,0.06781
most_frequent,123,51,92,0.2644447742273829,0.36924
mean,253,81,12,0.0125,1.863876
mean,253,81,1,0.3983534544422058,1.851921
mean,253,81,1,0.3983534544422058,1.837649
mean,188,81,1,0.3973658001212182,1.788315
mean,188,81,1,0.3973658001212182,1.785358
most_frequent,78,81,1,0.38192568468110266,1.152477
mean,78,81,12,0.018733443294846802,1.136615
mean,188,1,12,0.38576625975939477,0.073049
mean,188,1,1,0.38576625975939477,0.070464
mean,253,81,65,0.15063584888146292,1.616065
mean,188,1,1,0.38576625975939477,0.071383
mean,188,81,1,0.3973658001212182,1.745098
mean,123,81,1,0.3980266570565849,1.417448
mean,188,1,12,0.38576625975939477,0.08204
mean,188,81,1,0.3973658001212182,1.737425
mean,188,81,1,0.3973658001212182,1.743457
mean,188,1,1,0.38576625975939477,0.071571
mean,253,81,1,0.3983534544422058,1.832334
mean,188,1,65,0.38576625975939477,0.072817
mean,123,81,1,0.3980266570565849,1.490894
mean,188,81,1,0.3973658001212182,1.754058
mean,123,81,1,0.3980266570565849,1.401759
mean,123,1,65,0.38576625975939477,0.067256
mean,253,81,1,0.3983534544422058,1.843316
mean,123,81,12,0.021105282268852957,1.405822
mean,123,81,1,0.3980266570565849,1.42459
mean,188,1,12,0.38576625975939477,0.073457
mean,253,81,1,0.3983534544422058,1.840837
mean,188,81,1,0.3973658001212182,1.770882
mean,78,81,1,0.3973658001212182,1.145992
mean,253,81,1,0.3983534544422058,1.83907
mean,123,1,65,0.38576625975939477,0.069648
most_frequent,78,81,1,0.38192568468110266,1.199227
mean,188,81,12,0.024663742690058478,1.757103
mean,188,1,65,0.38576625975939477,0.072247
mean,253,1,12,0.38576625975939477,0.075347
mean,123,81,12,0.021105282268852957,1.412973
mean,253,81,1,0.3983534544422058,1.83692
mean,253,81,1,0.3983534544422058,1.853685
most_frequent,123,81,1,0.38159888729548175,1.443258
